canonical_name,status,file_name,source,source_title,source_page_url,image_url,match_method,sha256,width,height,notes
HG 1/144 G-BOUNCER,downloaded,HG 1_144 G-BOUNCER__e74245b41d.jpg,gunpla_hangar,WMS-GB5 G-Bouncer,https://gunplahangar.com/kits/hgage-wms-gb5-g-bouncer,https://gunplahangar.com/img/kits/hgage-wms-gb5-g-bouncer/box-art-800.jpg,source_model_code_hangar_exact,7fc8657cdaab20e3ff9f47069942dfd6b3d5a651e2a818085682b9ced01463ea,800,507,
MG 1/100 JUSTICE GUNDAM [SPECIAL COATING],not_found,,,,,,,,,,bandai_manual: JUSTICE GUNDAM [SPECIAL COATING] | dalong: Justice Gundam [Special Coating] | gunpla_hobby: JUSTICE GUNDAM [SPECIAL COATING]
HG 1/144 G-DEFENSER & FLYINGARMOR,downloaded,HG 1_144 G-DEFENSER & FLYINGARMOR__bacf7eb4db.jpg,gunpla_hangar,FXA-05D G-Defenser & Flyingarmor,https://gunplahangar.com/kits/hguc-fxa-05d-g-defenser-flyingarmor,https://gunplahangar.com/img/kits/hguc-fxa-05d-g-defenser-flyingarmor/box-art-800.jpg,source_model_code_hangar_exact,067657b720fb5df79b7a5c4ee313e411f20132c4819217dda6f390780f50102b,800,485,
MG 1/100 KÄMPFER SCHWER,not_found,,,,,,,,,,bandai_manual: KÄMPFER SCHWER | dalong: Kampfer Schwer | gunpla_hobby: KÄMPFER SCHWER
HG 1/144 G-EXES,downloaded,HG 1_144 G-EXES__1e9a8aa6b2.jpg,gunpla_hangar,WMS-GEX1 G-Exes,https://gunplahangar.com/kits/hgage-wms-gex1-g-exes,https://gunplahangar.com/img/kits/hgage-wms-gex1-g-exes/box-art-800.jpg,source_model_code_hangar_exact,5700c0e41951bbdc955f58d033dac559eb79522fc7c00bbe64a4e1761a3fca83,800,502,
MG 1/100 M.P.T. HYAKUSHIKI-KAI,not_found,,,,,,,,,,bandai_manual: M.P.T. HYAKUSHIKI-KAI | gunpla_hobby: M.P.T. HYAKUSHIKI-KAI | bandai_manual: HYAKU SHIKI-KAI
HG 1/144 G-EXES JACKEDGE,downloaded,HG 1_144 G-EXES JACKEDGE__71579aca09.jpg,gunpla_gallery,BMS-004 G-Exes Jackedge,https://gunplagallery.com/kits/329-hg-bms-004-g-exes-jackedge,https://s3.amazonaws.com/gunplagallery/catalog/329_original_Hg-gexes-jackedge-boxart.jpg,source_model_code_cross_source,2b422255f4d200ac3212a363786214aa14cc45c81c5c30ab49de0af7282f4e85,500,316,
MG 1/100 MARASAI(UNICORN COLOR Ver.),not_found,,,,,,,,,,bandai_manual: MARASAI(UNICORN COLOR Ver.) | dalong: Marasai [Unicorn Color Ver.] | gunpla_hobby: MARASAI(UNICORN COLOR Ver.)
HG 1/144 G-SELF(ATMOSPHERIC BACKPACK&SPACE BACKPACK)(Reconguista in G the Movie Ver.),downloaded,HG 1_144 G-SELF(ATMOSPHERIC BACKPACK&SPACE BACKPACK)(Reconguista in G the Movie Ver.)__cffa947480.jpg,gunpla_hobby,G-SELF(ATMOSPHERIC BACKPACK&SPACE BACKPACK)(Reconguista in G the Movie Ver.),https://gunpla-hobby.com/gunpla/hg-1-144-hg-1-144-g-g-ver-7c93cd,https://tshop.r10s.jp/wondergoo/cabinet/hobbytenpo233/658720260301106_1.jpg,official_title_release_month,627a775f09afed9fcb93c7fc94e1095721a552e4b5e031e3cd3f8eb6f65c6c9e,600,450,
MG 1/100 MASS PRODUCTION GELGOOG Ver. 2.0,downloaded,MG 1_100 MASS PRODUCTION GELGOOG Ver. 2.0__aa1a2fb59f.jpg,bandai_manual,MASS PRODUCTION GELGOOG Ver. 2.0,https://manual.bandai-hobby.net/menus/detail/831,https://bandai-hobby.net/images/156_2584_s_yvc4sb1v0ocxomgcrkp6tr1na5mi.jpg,official_exact,e8d0cd705dc4898e54b2a1488f7ddba99db753757ce81c378f0a051a3ec37771,1200,1200,
HG 1/144 G-XIPHOS,downloaded,HG 1_144 G-XIPHOS__54d4a828b3.jpg,dalong,G-xiphos,https://www.dalong.net/reviews/age/agh34/agh34_p_e.htm,https://www.dalong.net/reviews/age/agh34/p/agh34.jpg,exact,9d267683131d31270acc22dc57208160618a2d9ae1e3e1e3c434affc56b3f919,300,190,
MG 1/100 MASTER GUNDAM,downloaded,MG 1_100 MASTER GUNDAM__2f0a63d211.jpg,dalong,Master Gundam,https://www.dalong.net/reviews/mg/m47/mg47_p_e.htm,https://www.dalong.net/reviews/mg/m47/p/m47.jpg,exact,429fdb6d8883a088abd4169652dbe14b61d17686db2745e6435110fe20d26204,185,289,
HG 1/144 GABTHLEY,downloaded,HG 1_144 GABTHLEY__ad28caeb7a.jpg,dalong,Gabthley,https://www.dalong.net/reviews/hg/h58/h58_p_e.htm,https://www.dalong.net/reviews/hg/h58/p/h58.jpg,exact,aea34b269305d7ad92e917d7100c2f79b591ebf496b3c08b343094e25ab9e838,291,176,
MG 1/100 MOBILE GINN (MIGUEL AYMAN CUSTOM),not_found,,,,,,,,,,bandai_manual: MOBILE GINN (MIGUEL AYMAN CUSTOM) | gunpla_hobby: MOBILE GINN (MIGUEL AYMAN CUSTOM) | dalong: Mobile Giin (Miguel Ayman Custom)
HG 1/144 GADDESS,downloaded,HG 1_144 GADDESS__35b718ba47.jpg,dalong,Gaddess,https://www.dalong.net/reviews/00/0h49/0h49_p_e.htm,https://www.dalong.net/reviews/00/0h49/p/0h49.jpg,exact,21e4bfaa11ed4880f74e382915f13c64578084fcad67a71a4d55643e1124ac1b,290,176,
MG 1/100 MS-05B ZAKUI,downloaded,MG 1_100 MS-05B ZAKUI__ba41c8610e.jpg,gunpla_gallery,MS-05B Zaku I,https://gunplagallery.com/kits/1177-mg-ms-05b-zaku-i,https://s3.amazonaws.com/gunplagallery/catalog/1177_original_Mg-ms-05b.jpg,exact,58f2a59f79182daf0a8fca49c591e63f73777703612081919cf12ba86f947598,1024,1563,
HG 1/144 GADESSA,downloaded,HG 1_144 GADESSA__fde251b181.jpg,dalong,Gadessa,https://www.dalong.net/reviews/00/0h30/0h30_p_e.htm,https://www.dalong.net/reviews/00/0h30/p/0h30.jpg,exact,7108c9fc8c58e832a7c2219c71e2d3c9abd18ef5129f76a34f08bb1b218245e7,290,175,
MG 1/100 MS-05B ZAKUI(THE BLACK TRI-STARS),downloaded,MG 1_100 MS-05B ZAKUI(THE BLACK TRI-STARS)__a6adc75f03.jpg,bandai_manual,MS-05B ZAKUI(THE BLACK TRI-STARS),https://manual.bandai-hobby.net/menus/detail/440,https://bandai-hobby.net/images/156_5364_s_ltv8rzwc2nrgmqc388mcg2asozfi.jpg,official_exact,057d8e88c379aee2c5782eca74c9680fd9ab62aa338ba168c16aa4ff03947fd4,1200,1200,
HG 1/144 GAEL CHAN’S SILVER BULLET,downloaded,HG 1_144 GAEL CHAN’S SILVER BULLET__c8536d7b5d.jpg,gunpla_hangar,ARX-014 Gael Chan's Silver Bullet,https://gunplahangar.com/kits/hguc-arx-014-gael-chans-silver-bullet,https://gunplahangar.com/img/kits/hguc-arx-014-gael-chans-silver-bullet/box-art-800.jpg,source_model_code_hangar_exact,5ddd4554ddbd3c05a8111d59fb5856709ba49826f741919a0a71929110afe245,781,513,
MG 1/100 MS-06 F2 ZAKUII,downloaded,MG 1_100 MS-06 F2 ZAKUII__6607ebc87d.jpg,bandai_manual,MS-06 F2 ZAKUII,https://manual.bandai-hobby.net/menus/detail/515,https://bandai-hobby.net/images/157_261_s_3bre7kfbm1bhizlqs3jhou4pmjo4.jpg,official_exact,eef00e482c2729eff64c69889fc54267fc4f00a1a9dbe0658ab02a309d718a57,1200,1200,
HG 1/144 GAELIO’S SCHWALBE GRAZE,not_found,,,,,,,,,,bandai_manual: GAELIO’S SCHWALBE GRAZE | dalong: Gaelio's Schwalbe Graze | gunpla_hobby: GAELIO’S SCHWALBE GRAZE
MG 1/100 MS-06F ZAKU II (DOZLE ZABI USE),not_found,,,,,,,,,,bandai_manual: MS-06F ZAKU II (DOZLE ZABI USE) | gunpla_hangar: MS-06F Zaku II Dozle Zabi Custom | gunpla_wiki: MG MS-06F Zaku II Dozle Zabi Custom
HG 1/144 GAEON,downloaded,HG 1_144 GAEON__125570c034.jpg,dalong,Gaeon,https://www.dalong.net/reviews/hg/gs09/gs09_p_e.htm,https://www.dalong.net/reviews/hg/gs09/p/gs09.jpg,exact,bfa5614158d4efe3c20ab4f3ce6df40531cab0d27ddbad933844fee04ff86206,300,189,
MG 1/100 MS-06F ZAKUII Ver.2.0,downloaded,MG 1_100 MS-06F ZAKUII Ver.2.0__246a36f219.jpg,gunpla_gallery,MS-06F Zaku II Ver.2.0,https://gunplagallery.com/kits/1265-mg-ms-06f-zaku-ii-ver-2-0,https://s3.amazonaws.com/gunplagallery/catalog/1265_original_Mg-ms06-f.jpg,exact,73c8fa26ffe04e882ed6f6e5e8bca8ed58392c33a064a2ab0f3609f5bd39c755,1024,1588,
HG 1/144 GAFRAN,downloaded,HG 1_144 GAFRAN__eecdbbcb7d.jpg,bandai_manual,GAFRAN,https://manual.bandai-hobby.net/menus/detail/320,https://bandai-hobby.net/images/157_4540_s_osszy7ta8qqbrcqsl7fv31sozgf8.jpg,official_exact,fb1783234d2ccaf3041ad0a69acc01a238722b22d0ade0cdf60ad355f6c9013e,1200,1200,
MG 1/100 MS-06F-2 ZAKUII F2,downloaded,MG 1_100 MS-06F-2 ZAKUII F2__3962592206.jpg,bandai_manual,MS-06F-2 ZAKUII F2,https://manual.bandai-hobby.net/menus/detail/519,https://bandai-hobby.net/images/157_292_s_necyktyxyitqkcktonvpzadmc3n8.jpg,official_exact,fb6e43821a1f38b1f8ee0d3ba98272bdba174c84dd4c5b793a3509205ffe9917,1200,1200,
HG 1/144 GAIA'S/ORTEGA’S RICK DOM(GQ),downloaded,HG 1_144 GAIA'S_ORTEGA’S RICK DOM(GQ)__9eafeb0a68.jpg,dalong,Gaia's/Ortega's Rick Dom (GQ),https://www.dalong.net/reviews/hg/hgq09/hgq09_p_e.htm,https://www.dalong.net/reviews/hg/hgq09/p/hgq09.jpg,exact,b595369bb9f696114e6fc5edced2a1fe9d1b16a77c3ceb4800ad4b7f655c65fc,1200,951,
MG 1/100 MS-06F/J ZAKUII,downloaded,MG 1_100 MS-06F_J ZAKUII__b0d9cde91d.jpg,gunpla_gallery,MS-06F/J Zaku II,https://gunplagallery.com/kits/1162-mg-ms-06f-j-zaku-ii,https://s3.amazonaws.com/gunplagallery/catalog/1162_original_Mg-ms06f.jpg,exact,084252a9c0c2758332fbea9eeaf6f11df779e74ad6514017cc8c9e95a8aadb69,1024,1605,
HG 1/144 GALBALDY REBAKE,downloaded,HG 1_144 GALBALDY REBAKE__d704160c0b.jpg,dalong,Galbaldy Rebake,https://www.dalong.net/reviews/bf/bd10/bd10_p_e.htm,https://www.dalong.net/reviews/bf/bd10/p/bd10.jpg,exact,01376bd2cc7c2aa80f385a299acb9b7ccc03f750c4ee50f6efba29f6b799609c,1200,750,
MG 1/100 MS-06FS ZAKU II (GARMA ZABI USE),not_found,,,,,,,,,,bandai_manual: MS-06FS ZAKU II (GARMA ZABI USE) | gunpla_wiki: MG MS-06FS Zaku II (Garma Zabi Custom) | gunpla_hangar: 1/100 MS-06FS ZAKU II (GARMA ZABI USE)
HG 1/144 GALBALDYβ,downloaded,HG 1_144 GALBALDYβ__6ec9c28f81.jpg,gunpla_hangar,RMS-117 Galbaldy β,https://gunplahangar.com/kits/hguc-rms-117-galbaldy,https://gunplahangar.com/img/kits/hguc-rms-117-galbaldy/box-art-800.jpg,source_model_code_hangar_exact,c192482feb84936a1c1fdc945fbff1a0aaebf656ee2b8417dd21ce5254321719,800,505,
MG 1/100 MS-06J ZAKUII (GRAVITY BATTLE LINE IMAGE COLOR VER.),not_found,,,,,,,,,,bandai_manual: MS-06J ZAKUII (GRAVITY BATTLE LINE IMAGE COLOR VER.) | bandai_manual: MS-09 DOM (GRAVITY BATTLE LINE IMAGE COLOR VER.) | bandai_manual: MS-07B3 GOUF CUSTOM (GRAVITY BATTLE LINE IMAGE COLOR VER.)
HG 1/144 GALLUSS-J,downloaded,HG 1_144 GALLUSS-J__4da3905980.jpg,dalong,Galluss-J,https://www.dalong.net/reviews/hg/h262/h262_p_e.htm,https://www.dalong.net/reviews/hg/h262/p/h262.jpg,exact,51a424279e1ab68e068a3c54ba7335627b312d08203ba7c9f74fcbfa04073751,1200,756,
MG 1/100 MS-06J ZAKUII WHITE AUGER,downloaded,MG 1_100 MS-06J ZAKUII WHITE AUGER__c82ba897b0.jpg,bandai_manual,MS-06J ZAKUII WHITE AUGER,https://manual.bandai-hobby.net/menus/detail/569,https://bandai-hobby.net/images/157_2615_s_qj36rapfxara7ctzq5k1pqy2f255.jpg,official_exact,58d06eacf7888c3610f2e54724b412a522276974bb336f1cbfb34497995fcd24,1200,1200,
HG 1/144 GAPLANT TR-5 [HRAIROO] (TITANS) (A.O.Z RE-BOOT Ver.),not_found,,,,,,,,,,bandai_manual: GAPLANT TR-5 [HRAIROO] (TITANS) (A.O.Z RE-BOOT Ver.) | gunpla_hobby: GAPLANT TR-5 [HRAIROO] (TITANS) (A.O.Z RE-BOOT Ver.) | bandai_manual: GAPLANT TR-5 [HRAIROO] with GIGANTIC ARM UNIT (A.O.Z RE-BOOT Ver.)
MG 1/100 MS-06R ZAKUII(THE BLACK TRI-STARS),downloaded,MG 1_100 MS-06R ZAKUII(THE BLACK TRI-STARS)__bc110d438a.jpg,gunpla_hobby,MS-06R ZAKUII(THE BLACK TRI-STARS),https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-ms-06r-ii-733ae6,https://thumbnail.image.rakuten.co.jp/@0_mall/mediaworldkaitoriworld/cabinet/6315/6/cg63156885.jpg,official_title_release_month,77d11ad792b901fda36dfa7fb467e35cda27935bcee081c0034da09523430659,1600,1600,
HG 1/144 GAPLANT TR-5 [HRAIROO] with GIGANTIC ARM UNIT (A.O.Z RE-BOOT Ver.),downloaded,HG 1_144 GAPLANT TR-5 [HRAIROO] with GIGANTIC ARM UNIT (A.O.Z RE-BOOT Ver.)__a85fd497af.jpg,gunpla_hobby,GAPLANT TR-5 [HRAIROO] with GIGANTIC ARM UNIT (A.O.Z RE-BOOT Ver.),https://gunpla-hobby.com/gunpla/hg-1-144-1-144-tr-5-a-o-z-re--09b3b8,https://thumbnail.image.rakuten.co.jp/@0_mall/otakarasouko/cabinet/_1203/1240013258614_1.jpg,official_title_release_month,0ee0ce2092f239364e8c771d8dd3867db06a284554b76da8f1de0d25840fc3f8,800,800,
MG 1/100 MS-06R-1 BRENISS OX'S ZAKU II,not_found,,,,,,,,,,bandai_manual: MS-06R-1 BRENISS OX'S ZAKU II | bandai_manual: MS-06R-1A MASAYA NAKAGAWA'S ZAKU II | gunpla_gallery: MS-06R-1 Zaku II (Shin Matsunaga Custom)
HG 1/144 GARAZZO,downloaded,HG 1_144 GARAZZO__d86ac68b46.jpg,dalong,Garazzo,https://www.dalong.net/reviews/00/0h40/0h40_p_e.htm,https://www.dalong.net/reviews/00/0h40/p/0h40.jpg,exact,32bfd4b173d2414c4253f863ce77c0dfcd3f1d55357cf8f0487ee36ea2c5ca7d,290,178,
MG 1/100 MS-06R-1A MASAYA NAKAGAWA'S ZAKU II,not_found,,,,,,,,,,bandai_manual: MS-06R-1A MASAYA NAKAGAWA'S ZAKU II | dalong: Masaya Nakagawa's Custom Zaku II | bandai_manual: MS-06R-1A SHIN MATSUNAGA’S ZAKU II (CUSTOM TYPE)
HG 1/144 GARMA'S ZAKU,downloaded,HG 1_144 GARMA'S ZAKU__0f8e02929a.jpg,bandai_manual,GARMA'S ZAKU,https://manual.bandai-hobby.net/menus/detail/232,https://bandai-hobby.net/images/158_291_s_h4105v3v4vvmb2tyfcd2ge7m9yo5.jpg,official_exact,78c41786b82ae05f811d946043b1cbadf73c4eb8f5843ff8e0d5e497295addc1,1200,1200,
MG 1/100 MS-06R-1A SHIN MATSUNAGA’S ZAKU II (CUSTOM TYPE),not_found,,,,,,,,,,bandai_manual: MS-06R-1A SHIN MATSUNAGA’S ZAKU II (CUSTOM TYPE) | gunpla_wiki: MG MS-06R-1A Zaku II High Mobility Type (Shin Matsunaga Custom) (1996) | dalong: Shin Matsunaga's Custom Zaku II (Custom Type)
HG 1/144 GASTIMA,downloaded,HG 1_144 GASTIMA__88d087fd5f.jpg,dalong,Gastima,https://www.dalong.net/reviews/hg/gs15/gs15_p_e.htm,https://www.dalong.net/reviews/hg/gs15/p/gs15.jpg,exact,c9920ad60e7999fc3cf51f0556eae75b077bad5850878a070d1eadccca0763b5,300,189,
MG 1/100 MS-06R-1A ZAKUII UMA LIGHTNING CUSTOM,not_found,,,,,,,,,,bandai_manual: MS-06R-1A ZAKUII UMA LIGHTNING CUSTOM | gunpla_hangar: MS-06R-1A Zaku II High Mobility Type (Ver. 2.0) (Uma Lightning Custom) | gunpla_wiki: MG MS-06R-1A Zaku II High Mobility Type (Ver. 2.0) (Uma Lightning Custom)
HG 1/144 GATO’S GELGOOG,not_found,,,,,,,,,,bandai_manual: GATO’S GELGOOG | dalong: Gato's Gelgoog | bandai_manual: CHAR'S GELGOOG
MG 1/100 MS-06R-2 J RIDDEN ZAKU Ver.2.0,downloaded,MG 1_100 MS-06R-2 J RIDDEN ZAKU Ver.2.0__0dd62ca59b.jpg,gunpla_hobby,MS-06R-2 J RIDDEN ZAKU Ver.2.0,https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-ms-06r-2-ve-b531e5,https://tshop.r10s.jp/hsalpha/cabinet/j19/ch164abb123c8676.jpg,official_title_release_month,86fb49732d2959d5722203fe1f3867f8eae6d94e67e26e1b49fd6e9d98017545,1374,1800,
HG 1/144 GAZ-R/L,not_found,,,,,,,,,,bandai_manual: GAZ-R/L | dalong: Gaz-R/L | gunpla_hobby: GAZ-R/L
MG 1/100 MS-06R-2 ROBERT GILLIAM’S ZAKU II,not_found,,,,,,,,,,bandai_manual: MS-06R-2 ROBERT GILLIAM’S ZAKU II | gunpla_hangar: MS-06R-2 Zaku II High Mobility Type (Ver. 2.0) (Robert Gilliam Custom) | gunpla_wiki: MG MS-06R-2 Zaku II High Mobility Type (Ver. 2.0) (Robert Gilliam Custom)
HG 1/144 GAZA C (HAMAN KARN'S MOBILE SUIT),downloaded,HG 1_144 GAZA C (HAMAN KARN'S MOBILE SUIT)__d50acd4d41.jpg,bandai_manual,GAZA C (HAMAN KARN'S MOBILE SUIT),https://manual.bandai-hobby.net/menus/detail/897,https://bandai-hobby.net/images/158_633_s_gzo5x320jup2ur1zbvjanb7po3mk.jpg,official_exact,1468ec626de410c04cfdd072316b719d68f2c6b0cf199aa65f97a625cf898be4,1200,1200,
MG 1/100 MS-06S CHAR'S ZAKU Ver. 2.0,downloaded,MG 1_100 MS-06S CHAR'S ZAKU Ver. 2.0__5bd52d79b1.jpg,gunpla_hobby,MS-06S CHAR'S ZAKU Ver. 2.0,https://gunpla-hobby.com/gunpla/mg-1-100-mg-1-100-ms-06s-ver--3f100d,https://thumbnail.image.rakuten.co.jp/@0_mall/attobooks-hirakata/cabinet/compass1738839888.jpg,official_title_release_month,e304fb9ad944fd3515e41dc0c9e29f62b81abf21418a9f880eada1c8f9282941,1200,1200,
HG 1/144 GAZA C (NORMAL TYPE),downloaded,HG 1_144 GAZA C (NORMAL TYPE)__8a1362c8e9.jpg,bandai_manual,GAZA C (NORMAL TYPE),https://manual.bandai-hobby.net/menus/detail/894,https://bandai-hobby.net/images/158_632_s_rfe87hjxntrvg8w0pc22162dfmzh.jpg,official_exact,8947d217dbc9f7373985397955276ae9d8c4958106662e7f7c3b46c8da663015,1200,1200,
MG 1/100 MS-06S ZAKU II Ver2.0 REAL TYPE COLOR,not_found,,,,,,,,,,bandai_manual: MS-06S ZAKU II Ver2.0 REAL TYPE COLOR | gunpla_hangar: MS-06S Zaku II (Ver. 2.0) | gunpla_wiki: MG MS-06S Zaku II (Ver. 2.0)
HG 1/144 GBN-BASE GUNDAM,downloaded,HG 1_144 GBN-BASE GUNDAM__58e8645d42.jpg,dalong,GBN-Base Gundam,https://www.dalong.net/reviews/bf/bd25/bd25_p_e.htm,https://www.dalong.net/reviews/bf/bd25/p/bd25.jpg,exact,aac6729243a34ca9094ce8cac225ace38462c16eb20120b287d0de7f36f43ff0,1200,759,
MG 1/100 MS-06S ZAKUII,downloaded,MG 1_100 MS-06S ZAKUII__d7e94e97e5.jpg,gunpla_gallery,MS-06S Zaku II,https://gunplagallery.com/kits/1161-mg-ms-06s-zaku-ii,https://s3.amazonaws.com/gunplagallery/catalog/1161_original_Mg-ms06s.jpg,exact,44403e01f2e8819d7af522180b41113afd20f358bd0588dc4b44d45a70a0f46a,1024,1602,
HG 1/144 GBN-GUARD FRAME,downloaded,HG 1_144 GBN-GUARD FRAME__3d516ff8cf.jpg,dalong,GBN-Guard Frame,https://www.dalong.net/reviews/bf/bd20/bd20_p_e.htm,https://www.dalong.net/reviews/bf/bd20/p/bd20.jpg,exact,1738136c3702d3092a2eb0b34980da84ed7e3678625c90f6d580e798bd2d9e9b,1200,756,
MG 1/100 MS-06S ZAKUII JOHNNY RIDDEN CUSTOM,not_found,,,,,,,,,,bandai_manual: MS-06S ZAKUII JOHNNY RIDDEN CUSTOM | bandai_manual: MS-06S ZAKUII | gunpla_hobby: MS-06S ZAKUII
HG 1/144 GEARA DOGA,downloaded,HG 1_144 GEARA DOGA__ffade9eb9e.jpg,dalong,Geara Doga,https://www.dalong.net/reviews/hg/h91/h91_p_e.htm,https://www.dalong.net/reviews/hg/h91/p/h91.jpg,exact,0d3af139b7cb9d1601196431ff34028688348faf964c92f6a03739267ce3b122,291,174,
MG 1/100 MS-07B GOUF,downloaded,MG 1_100 MS-07B GOUF__9a57ab273a.jpg,gunpla_gallery,MS-07B Gouf,https://gunplagallery.com/kits/1191-mg-ms-07b-gouf,https://s3.amazonaws.com/gunplagallery/catalog/1191_original_Mg-ms07b.jpg,exact,e4448b99cc9e04587cc805990a1b1d0be869e0d6e58940c14aa9e647b9a9c358,1024,1566,
HG 1/144 GEARA DOGA (FULL FRONTAL USE),not_found,,,,,,,,,,bandai_manual: GEARA DOGA (FULL FRONTAL USE) | dalong: Geara Doga [Full Frontal Use] | bandai_manual: GEARA DOGA
MG 1/100 MS-07B3 GOUF CUSTOM,downloaded,MG 1_100 MS-07B3 GOUF CUSTOM__da78df4278.jpg,gunpla_gallery,MS-07B-3 Gouf Custom,https://gunplagallery.com/kits/1195-mg-ms-07b-3-gouf-custom,https://s3.amazonaws.com/gunplagallery/catalog/1195_original_Mg-ms-07b3.jpg,exact,3a2f80468fb339fe586343a6c9bf71394bb3469958daec6fa4a99c65e73af549,1024,1613,
HG 1/144 GEARA DOGA (REZIN CUSTOM),downloaded,HG 1_144 GEARA DOGA (REZIN CUSTOM)__711716c06a.jpg,bandai_manual,GEARA DOGA (REZIN CUSTOM),https://manual.bandai-hobby.net/menus/detail/409,https://bandai-hobby.net/images/155_2748_s_78cfbegvdsb2af3wzsgz2tzwaqyr.jpg,official_exact,e61c859f18b7b683c90d72711cdaf7c4afad1bc3a3abf6805d210098fc87230f,1200,1200,
MG 1/100 MS-07B3 GOUF CUSTOM (GRAVITY BATTLE LINE IMAGE COLOR VER.),not_found,,,,,,,,,,bandai_manual: MS-07B3 GOUF CUSTOM (GRAVITY BATTLE LINE IMAGE COLOR VER.) | bandai_manual: MS-06J ZAKUII (GRAVITY BATTLE LINE IMAGE COLOR VER.) | bandai_manual: MS-09 DOM (GRAVITY BATTLE LINE IMAGE COLOR VER.)
HG 1/144 GEARA GHIRARGA,downloaded,HG 1_144 GEARA GHIRARGA__91883b5f33.jpg,dalong,Geara Ghirarga,https://www.dalong.net/reviews/bf/bd07/bd07_p_e.htm,https://www.dalong.net/reviews/bf/bd07/p/bd07.jpg,exact,4360c77ddc2654829de9056527040cb2c33368b332402c29ca16792389b07a29,1200,750,
MG 1/100 MS-09 DOM (GRAVITY BATTLE LINE IMAGE COLOR VER.),not_found,,,,,,,,,,bandai_manual: MS-09 DOM (GRAVITY BATTLE LINE IMAGE COLOR VER.) | bandai_manual: MS-06J ZAKUII (GRAVITY BATTLE LINE IMAGE COLOR VER.) | bandai_manual: MS-07B3 GOUF CUSTOM (GRAVITY BATTLE LINE IMAGE COLOR VER.)
HG 1/144 GEARA ZULU,downloaded,HG 1_144 GEARA ZULU__3b30bbfd7c.jpg,dalong,Geara Zulu,https://www.dalong.net/reviews/hg/h102/h102_p_e.htm,https://www.dalong.net/reviews/hg/h102/p/h102.jpg,exact,da1e02618132e055572c5241c5869d8c8d22bec4c5af35be15441a6e1691942c,289,174,
MG 1/100 MS-09R RICK DOM (DOZLE ZABI USE),not_found,,,,,,,,,,bandai_manual: MS-09R RICK DOM (DOZLE ZABI USE) | gunpla_gallery: MS-09R Rick Dom | gunpla_gallery: MS-09R Rick-Dom
HG 1/144 GEARA ZULU (BODY GUARD TYPE),downloaded,HG 1_144 GEARA ZULU (BODY GUARD TYPE)__52adaddf65.jpg,bandai_manual,GEARA ZULU (BODY GUARD TYPE),https://manual.bandai-hobby.net/menus/detail/688,https://bandai-hobby.net/images/156_759_s_q66vlam44m4ttmi8wu96324hbm5b.jpg,official_exact,c5c7089a1a75f127a766f0919cec8b4094911c76d88eb2130ed040cb42306c69,1200,1200,
MG 1/100 MS-14 GATO'S GELGOOG,downloaded,MG 1_100 MS-14 GATO'S GELGOOG__4dbb7c3890.jpg,bandai_manual,MS-14 GATO'S GELGOOG,https://manual.bandai-hobby.net/menus/detail/521,https://bandai-hobby.net/images/157_324_s_cjf0pvdgfyeoikhkr6tmgtc9xggh.jpg,official_exact,e7d1df2db87681be7fb357c0ef4206be3ce400fc623b082db565778ce84d734f,1200,1200,
HG 1/144 GEARA ZULU (CUARON USE),not_found,,,,,,,,,,bandai_manual: GEARA ZULU (CUARON USE) | dalong: Geara Zulu [Cuaron Use] | bandai_manual: GEARA ZULU (GILBOA SANT USE)
MG 1/100 MS-14A ANAVEL GATO’S GELGOOG Ver.2.0,not_found,,,,,,,,,,bandai_manual: MS-14A ANAVEL GATO’S GELGOOG Ver.2.0 | gunpla_hobby: MS-14A ANAVEL GATO’S GELGOOG Ver.2.0 | gunpla_gallery: MS-14A Gelgoog Ver.2.0
HG 1/144 GEARA ZULU (GILBOA SANT USE),not_found,,,,,,,,,,bandai_manual: GEARA ZULU (GILBOA SANT USE) | dalong: Geara Zulu [Gilboa Sant Use] | bandai_manual: GEARA ZULU (CUARON USE)
MG 1/100 MS-14B UMA LIGHTNING’S GELGOOG HIGH MOBILITY TYPE,not_found,,,,,,,,,,bandai_manual: MS-14B UMA LIGHTNING’S GELGOOG HIGH MOBILITY TYPE | dalong: Uma Lightning's Custom High Mobility Type Gelgoog | gunpla_hangar: MS-06R-1A Zaku II High Mobility Type (Ver. 2.0) (Uma Lightning Custom)
HG 1/144 GEARA ZULU ANGELO SAUPER'S,downloaded,HG 1_144 GEARA ZULU ANGELO SAUPER'S__a9571d7023.jpg,bandai_manual,GEARA ZULU ANGELO SAUPER'S,https://manual.bandai-hobby.net/menus/detail/934,https://bandai-hobby.net/images/157_740_s_51w00humpdibf9ehkcu12lz28azf.jpg,official_exact,9149b4e99b37ddeedc2d0844be7a0908812c6523389aa889125bbcd96bbe8c9c,1200,1200,
MG 1/100 MS-14C GELGOOG CANNON (MSV COLOR),not_found,,,,,,,,,,bandai_manual: MS-14C GELGOOG CANNON (MSV COLOR) | dalong: Gelgoog Cannon [ MSV Color] | gunpla_wiki: MG MS-14C Gelgoog Cannon (Johnny Ridden Custom)
